Simpoints,Weight,FDIP_PREFETCH_HIT_ICACHE_val,FDIP_PREFETCH_HIT_ICACHE_w_val,FDIP_PREFETCH_HIT_MLC_val,FDIP_PREFETCH_HIT_MLC_w_val,FDIP_PREFETCH_HIT_L1_val,FDIP_PREFETCH_HIT_L1_w_val,FDIP_PREFETCH_HIT_DRAM_val,FDIP_PREFETCH_HIT_DRAM_w_val
2766,217.447,1904789,414190653.683,142544,30995765.168,262,56971.114,37,8045.539
2298,16.1495,1309424,21146542.888,0,0.0,0,0.0,0,0.0
2235,73.9095,1885731,139373435.34449998,0,0.0,0,0.0,290,21433.754999999997
562,151.883,2056098,312286332.53400004,37848,5748467.784,2990,454130.17000000004,1742,264580.18600000005
2322,74.3347,1725653,128275898.0591,3517,261435.13989999998,27,2007.0369,87,6467.1188999999995
533,77.6496,3213246,249507266.60160002,3374,261989.75040000002,1482,115076.7072,6841,531200.9136000001
655,136.191,1354895,184524504.945,571,77765.061,22,2996.202,798,108680.418
414,208.958,2467874,515682015.292,138885,29021131.83,18997,3969575.126,24520,5123650.16
253,149.505,1709074,255515108.37,170913,25552348.064999998,20516,3067244.58,626,93590.12999999999
853,129.616,3094503,401097100.84800005,1,129.616,3,388.84800000000007,495,64159.920000000006
907,262.418,3173641,832820523.938,21003,5511565.254,764,200487.352,488,128059.984
1114,12.9007,560319,7228507.3233,9906,127794.33420000001,2,25.8014,14,180.6098
939,1055.11,2864462,3022322500.8199997,321379,339090196.69,27084,28576599.24,20673,21812289.029999997
2606,11.2554,1762570,19838430.378,0,0.0,1,11.2554,1846,20777.468399999998
2837,150.956,1976844,298416462.86399996,189858,28660204.248,1008,152163.648,190,28681.64
1793,150.359,2585456,388746578.704,0,0.0,4,601.436,988,148554.692
1046,85.9267,1371704,117865998.0968,122191,10499469.399699999,21291,1829465.3697,1154,99159.4118
554,46.3771,2164824,100398259.1304,3008,139502.3168,1012,46933.6252,689,31953.8219
1970,47.9169,1363842,65351080.7298,750,35937.674999999996,487,23335.5303,16010,767149.569

weighted_avg,NA,NA,7474587200.5495,NA,475983702.332,NA,38498013.042100005,NA,29258614.367399998
weighted_%,NA,NA,0.9321878125223245,NA,0.059361968008149656,NA,0.004801252243272088,NA,0.0036489672262537457
weighted_total,8018327530.291
