Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
2766,217.447,29723,6463177.181,0,0.0
2298,16.1495,0,0.0,0,0.0
2235,73.9095,4611,340796.7045,0,0.0
562,151.883,24336,3696224.688,0,0.0
2322,74.3347,1998,148520.7306,0,0.0
533,77.6496,57628,4474791.148800001,0,0.0
655,136.191,9326,1270117.266,0,0.0
414,208.958,258904,54100062.032,0,0.0
253,149.505,61354,9172729.77,0,0.0
853,129.616,5927,768234.0320000001,0,0.0
907,262.418,16610,4358762.98,0,0.0
1114,12.9007,901,11623.530700000001,0,0.0
939,1055.11,317839,335355107.28999996,0,0.0
2606,11.2554,5415,60947.991,0,0.0
2837,150.956,44975,6789246.1,0,0.0
1793,150.359,2933,441002.94700000004,0,0.0
1046,85.9267,46679,4010972.4293,0,0.0
554,46.3771,6899,319955.6129,0,0.0
1970,47.9169,265169,12706076.4561,0,0.0

weighted_avg,NA,NA,444488348.8899,NA,0.0
weighted_%,NA,NA,1.0,NA,0.0
weighted_total,444488348.8899
